名稱,代號,2024配息率,2023配息率,2022配息率,2021配息率,平均配息率,23Q1營收,23Q1EPS,23Q2營收,23Q2EPS,23Q3營收,23Q3EPS,23Q4營收,23Q4EPS,2023EPS,股價,24Q1營收,24Q1EPS,24Q2營收,24Q2EPS,24Q3營收,24Q3EPS,10月營收,11月營收,12月營收
大中,"=""6435""",69.5,22.0,55.0,71.2,54.425,6.14,0.7,6.58,1.06,6.97,1.62,6.88,0.81,4.03,91.6,6.95,1.56,6.24,1.46,7.12,1.52,2.33,2.23,2.3
迅得,"=""6438""",62.8,61.3,62.1,65.3,62.875,15.7,2.64,16.2,2.38,12.4,2.55,13.8,1.4,8.89,211.0,12.7,1.95,12.5,1.16,13.1,0.61,4.16,4.41,4.27
廣錠,"=""6441""",0.0,0.0,0.0,0.0,0.0,1.6,-0.46,2.02,-0.8,1.69,0.06,1.52,-0.31,-1.42,33.5,1.03,-0.43,1.31,-0.52,2.26,-0.4,0.31,0.4,0.36
光聖,"=""6442""",83.0,43.3,76.9,-175.0,7.049999999999997,6.32,0.05,6.99,1.07,6.67,1.02,6.2,0.39,2.53,609.0,8.26,1.72,14.4,3.27,16.4,3.43,5.88,5.55,13.61
元晶,"=""6443""",37.4,24.4,0.0,0.0,15.45,21.8,0.37,23.7,0.3,18.6,0.23,18.6,0.19,1.07,17.05,11.7,0.04,13.9,0.06,12.1,0.04,2.5,2.73,2.28
藥華藥,"=""6446""",0.0,0.0,0.0,0.0,0.0,8.88,-2.44,12.6,-0.62,13.1,0.67,16.5,0.36,-1.93,693.0,16.5,1.0,23.1,2.09,27.1,2.21,9.14,10.15,11.73
鈺邦,"=""6449""",61.7,60.2,57.3,61.3,60.125,5.93,0.34,7.03,1.25,8.22,1.45,8.17,0.7,3.73,127.5,7.21,1.59,8.18,1.21,9.21,1.33,3.32,3.5,3.53
訊芯-KY,"=""6451""",60.0,60.9,67.9,59.5,62.075,13.3,0.52,12,0.76,13.5,1.26,13.4,1.57,4.1,240.5,9.25,-0.81,12.1,0.84,13.6,0.08,5.49,4.33,7.12
GIS-KY,"=""6456""",0.0,34.3,38.6,36.2,27.275,144.0,-3.43,207.0,0.36,174.0,-2.39,189.0,-2.65,-8.11,52.0,151.0,0.15,163.0,-0.2,184.0,-0.17,64.11,67.32,71.12
益得,"=""6461""",0.0,0.0,0.0,0.0,0.0,0.04,-0.7,0.1,-0.62,0.07,-0.73,0.05,-0.82,-2.81,24.15,0.15,-0.55,0.05,-0.68,0.09,-0.7,0.01,0.03,0.06
神盾,"=""6462""",0.0,-22.7,-322.0,164.0,-45.175,9.3,-1.26,8.46,-2.44,9.47,-3.13,11.3,-3.13,-9.97,154.5,10.2,-1.31,9.51,-2.28,12.5,-2.65,4.62,5.84,5.31
台數科,"=""6464""",76.1,76.1,56.5,30.8,59.875,10.4,1.94,10.3,1.86,10.4,1.9,10.7,0.08,5.78,78.1,10.7,1.8,10.5,1.96,10.8,1.64,3.73,3.84,4.04
威潤,"=""6465""",0.0,0.0,0.0,0.0,0.0,0.79,-0.23,0.43,-0.6,0.6,-0.44,0.6,-0.39,-1.66,18.65,0.42,-0.45,0.43,-0.55,0.42,-0.14,0.16,0.05,0.19
大樹,"=""6469""",60.0,59.8,44.1,26.5,47.6,38.1,1.42,40.7,1.51,40.5,1.26,42,1.61,6.0,148.0,42.1,1.5,42.3,1.51,43.4,1.27,15.14,14.83,15.07
宇智,"=""6470""",67.0,64.8,78.7,72.9,70.85,5.81,0.89,6.34,1.66,6.5,1.92,5.06,-0.32,4.18,49.15,3.44,0.91,4.61,0.79,5.96,0.3,2.1,1.81,1.74
保瑞,"=""6472""",37.9,22.5,34.2,11.2,26.45,47.8,13.62,31.4,6.89,30.8,7.28,32.1,5.64,30.2,818.0,28.6,7.07,50.3,11.61,56.1,14.15,20.89,16.83,19.86
安集,"=""6477""",66.1,41.4,44.0,43.0,48.625,4.98,0.48,5.14,0.77,2.55,0.39,2.34,-0.42,1.21,39.8,1.86,-0.3,2.36,0.15,2.99,0.15,0.62,0.6,0.52
弘煜科,"=""6482""",30.3,32.7,0.0,0.0,15.75,1,0.58,0.84,0.61,1.11,0.51,1.4,0.11,1.65,50.0,1.23,0.67,1.2,0.46,1.48,0.99,0.57,0.49,0.55
點序,"=""6485""",60.0,41.2,40.8,59.4,50.35,3.83,0.78,4.48,0.9,4.55,0.1,3.99,0.22,2.0,45.45,2.58,-0.86,3.2,-0.22,3.4,0.1,1.1,1.13,1.21
互動,"=""6486""",90.9,94.5,94.6,94.8,93.7,3.33,0.73,4.75,1.77,3.79,0.62,10.5,3.23,6.26,82.9,4.33,1.36,6.41,1.35,5.77,0.91,1.64,1.89,5.26
環球晶,"=""6488""",35.6,27.7,42.6,39.7,36.400000000000006,186,11.49,179,11.0,174,12.73,168,10.2,45.41,345.0,151,8.1,153,6.02,159,6.18,57.34,51.18,54.91
晶碩,"=""6491""",43.8,45.4,47.6,48.9,46.425,14.6,4.83,16.2,5.23,16.8,5.24,20.4,7.91,22.83,372.0,17.3,6.54,16.4,6.09,16.6,5.61,5.97,5.78,6.2
生華科,"=""6492""",0.0,0.0,0.0,0.0,0.0,0.0,-0.82,0.0,-0.72,0.0,-0.84,0.0,-0.94,-3.32,42.7,0.0,-0.71,0.0,-0.78,0.0,-0.91,0.0,0.0,0.0
九齊,"=""6494""",90.0,68.1,46.5,88.8,73.35,2.81,-0.85,3.54,1.16,3.67,1.19,3.3,0.3,1.8,47.3,3.28,0.63,3.99,1.58,3.2,0.22,0.95,1.0,1.03
科懋,"=""6496""",0.0,0.0,0.0,132.0,33.0,1.88,-0.52,1.88,-0.79,1.87,-0.81,2.09,0.14,-1.98,32.15,1.9,-0.73,2.13,-0.46,2.18,-0.48,0.74,0.73,0.94
益安,"=""6499""",0.0,-10.1,3.5,0.0,-1.65,0.43,-1.89,0.52,-6.87,0.46,-2.11,0.55,-2.22,-13.09,37.6,0.47,-2.17,0.64,-2.31,1.05,-2.0,0.28,0.25,0.24
南六,"=""6504""",66.7,125.0,74.1,59.9,81.42499999999998,14.3,0.14,16.4,1.13,14.7,0.43,16.4,-0.05,1.65,64.1,14.3,0.98,17.1,-0.09,16.9,-0.63,6.41,6.05,6.29
台塑化,"=""6505""",87.0,72.8,73.2,75.6,77.15,"1,846",0.47,"1,594",-0.13,"1,927",1.81,"1,759",0.15,2.3,36.45,"1,712",0.53,"1,706",0.28,"1,732",-0.32,454.51,512.44,521.25
雙邦,"=""6506""",4000.0,37.5,241.0,113.0,1097.875,4.74,0.19,3.38,-0.17,3.7,-0.14,3.99,0.17,0.01,16.3,4.88,0.4,4.89,0.3,4.65,-0.16,1.52,1.62,1.53
惠光,"=""6508""",95.2,73.4,77.6,71.8,79.5,4.7,0.43,4.07,0.39,4.2,0.47,2.31,-0.24,1.05,29.2,4.33,0.5,4.6,0.46,3.72,0.08,0.77,1.06,0.36
聚和,"=""6509""",50.4,39.9,50.4,61.3,50.5,12,0.79,11.4,0.64,11.5,0.61,10.3,0.44,2.48,37.3,12,0.83,12.3,1.05,11.9,0.6,3.63,4.26,3.32
精測,"=""6510""",50.5,50.0,50.0,42.1,48.15,6.75,-0.94,7.44,1.07,6.92,0.33,7.72,0.53,0.99,822.0,6.76,0.43,7.23,2.04,9.17,3.25,3.86,4.53,4.51
啟發電,"=""6512""",0.0,12.5,0.0,0.0,3.125,0.51,-0.41,0.7,-0.25,0.67,-0.02,0.52,-0.3,-0.98,22.9,0.59,-0.12,0.54,-0.11,0.37,-0.21,0.11,0.15,0.21
穎崴,"=""6515""",81.4,68.3,75.9,74.5,75.025,10.1,4.18,10.2,3.96,9.84,3.7,6.73,1.69,13.52,1225.0,10.7,5.81,12.6,6.52,19.3,11.75,6.48,4.36,4.55
勤崴國際,"=""6516""",80.0,72.5,80.7,92.9,81.525,1.28,0.34,1.23,0.37,1.18,0.3,1.37,0.15,1.2,71.1,0.91,0.33,0.89,0.39,1.39,0.4,0.37,0.41,0.47
保勝光學,"=""6517""",38.7,31.6,22.9,,23.300000000000004,1.58,1.3,1.07,0.78,1.25,1.26,1.23,0.55,3.88,64.8,1.29,1.25,1,0.72,1.41,0.69,0.56,0.29,0.44
達爾膚,"=""6523""",0.0,92.2,83.4,95.8,67.85000000000001,2.75,2.27,2.36,1.84,2.98,2.82,3.28,2.5,9.43,149.0,3.49,3.6,2.46,1.7,3.04,2.15,1.28,1.4,0.75
捷敏-KY,"=""6525""",79.7,76.3,82.7,84.7,80.85,10.7,1.24,10.9,1.2,11.1,1.06,11.5,0.89,4.39,70.1,10.6,1.21,11.9,1.26,11.9,1.14,4.02,4.03,4.25
達發,"=""6526""",76.6,75.4,0.0,,38.0,30.3,0.82,35.2,1.88,38.4,2.92,31.9,1.01,6.47,670.0,38.3,2.46,49,4.78,55.6,5.09,16.27,16.43,15.62
明達醫,"=""6527""",50.0,49.8,59.9,59.8,54.875,2.08,1.14,2.07,1.39,2.2,0.93,1.89,0.74,4.13,84.2,2,1.24,2.11,1.28,2.33,1.33,0.72,0.7,0.82
創威,"=""6530""",96.0,94.3,101.0,132.0,105.825,0.56,0.15,0.67,0.44,0.65,0.38,0.64,0.28,1.25,66.3,0.65,0.33,0.69,0.41,0.73,0.43,0.25,0.25,0.24
愛普*,"=""6531""",78.4,57.9,43.9,45.4,56.400000000000006,7.27,0.39,11,2.98,12.4,3.27,11.6,2.29,8.93,304.0,7.48,2.27,9.45,2.28,12.7,2.08,4.45,3.18,4.6
瑞耘,"=""6532""",66.9,53.9,68.4,65.4,63.650000000000006,1.63,0.77,1.7,0.89,1.94,1.19,1.67,0.74,3.59,70.0,1.67,0.86,1.76,0.81,1.82,1.04,0.56,0.68,0.7
晶心科,"=""6533""",0.0,21.3,79.4,90.4,47.775000000000006,2.25,-1.08,1.79,-0.83,2.48,2.05,4.06,-2.16,-2.01,385.0,2.13,-1.0,2.78,-1.54,4.29,-0.04,1.53,1.52,1.56
正瀚-創,"=""6534""",87.3,45.2,43.5,42.0,54.5,8.01,4.05,4.59,1.96,1.11,-0.45,1.44,-0.78,4.76,82.5,8.25,4.08,4.01,1.27,1.35,-0.89,0.72,0.69,1.35
順藥,"=""6535""",0.0,0.0,0.0,0.0,0.0,0.08,0.89,0.14,-0.92,0.16,-0.74,0.18,-0.69,-1.47,236.0,0.04,-0.71,0.09,0.41,0.06,-1.4,0.0,0.04,0.17
倉和,"=""6538""",76.9,72.2,60.5,60.8,67.60000000000001,4.15,1.0,4.87,1.82,6.22,3.49,6.3,2.8,9.11,94.7,5.36,2.95,6.97,3.71,5.73,1.46,1.52,1.21,1.3
泰福-KY,"=""6541""",0.0,0.0,0.0,0.0,0.0,0.3,-5.17,0.17,-3.89,0.05,-3.78,0.09,-4.02,-16.58,69.3,0.03,-3.12,0.17,-2.31,0.12,-1.94,0.01,0.01,0.0
隆中,"=""6542""",41.2,0.0,0.0,0.0,10.3,1.94,0.57,1.93,0.82,1.91,0.55,1.96,0.49,2.43,60.0,2.25,0.93,2.08,0.89,1.86,0.46,0.62,0.6,0.62
正基,"=""6546""",83.5,83.7,80.5,84.0,82.925,4.53,0.67,5.68,1.2,6.04,1.78,5.61,0.54,4.19,132.0,5.2,0.98,6.07,0.91,6.45,0.67,2.09,2.07,1.93
高端疫苗,"=""6547""",0.0,0.0,0.0,0.0,0.0,0.0,-0.65,0.0,-0.96,2.18,-0.16,1.71,-1.77,-3.53,49.7,0.59,-0.22,1.75,0.04,2.43,0.0,0.56,0.35,0.37
長科*,"=""6548""",99.4,68.4,33.5,56.8,64.525,28.3,0.41,29.9,0.52,28.4,0.45,29.2,0.3,1.67,34.1,27.4,0.47,29.5,0.54,31.3,0.45,10.54,10.56,10.59
北極星藥業-KY,"=""6550""",0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.02,-0.39,0.01,-0.57,0.05,-0.79,-2.12,44.3,0.28,-0.53,0.32,-0.74,0.11,-0.96,0.16,0.15,0.05
易華電,"=""6552""",333.0,51.1,51.2,95.5,132.7,3.5,-0.21,4.44,0.43,5.03,0.27,4.68,-0.4,0.09,36.3,4.92,0.27,5.75,0.81,4.93,-0.72,1.16,1.29,1.55
勝品,"=""6556""",48.6,50.5,71.7,89.7,65.125,5.44,1.92,4.68,2.17,4.8,1.26,4.2,0.82,6.17,79.3,4.79,3.01,4.8,3.09,3.9,1.48,1.12,1.13,1.19
興能高,"=""6558""",0.0,0.0,0.0,41.7,10.425,2.95,-0.46,2.85,-0.09,3.36,0.45,2.81,-0.38,-0.48,56.6,2.58,0.02,2.83,0.04,3.32,0.01,0.93,0.89,1.05
欣普羅,"=""6560""",0.0,77.5,53.0,46.7,44.3,0.38,-0.31,0.26,0.06,0.38,0.32,0.15,-0.82,-0.76,30.2,0.12,0.09,0.1,-0.43,0.24,-0.28,0.04,0.11,0.16
是方,"=""6561""",89.5,75.9,95.4,101.0,90.45,8.04,3.17,7.92,3.06,8.22,2.94,8.25,3.23,11.84,430.5,8.55,3.11,8.97,3.3,10,3.33,4.12,3.2,3.04
宏觀,"=""6568""",132.0,99.3,88.8,68.1,97.05,3.01,0.76,2.33,0.37,2.6,0.97,2.02,-0.72,1.38,140.0,2.45,0.9,2.6,1.17,2.86,1.05,0.84,0.84,1.07
醫揚,"=""6569""",65.3,80.1,94.8,90.6,82.69999999999999,3.28,1.69,3.58,2.03,3.72,1.96,4.35,1.99,7.65,158.0,2.75,1.52,2.99,1.15,2.84,0.69,1.1,1.04,1.69
維田,"=""6570""",89.0,73.5,83.8,87.7,83.5,2.31,0.77,2.75,1.1,2.26,0.9,2.11,0.16,2.92,52.7,2.26,0.53,2.41,0.27,2.11,0.43,0.67,0.67,0.76
虹揚-KY,"=""6573""",0.0,0.0,0.0,0.0,0.0,3.02,-0.58,2.96,-0.53,3.18,-0.73,2.61,-1.07,-2.91,14.25,2.6,-0.6,2.59,-0.73,2.1,0.08,0.65,0.71,0.96
霈方,"=""6574""",0.0,105.0,91.5,89.1,71.4,1.26,0.44,1.66,1.2,1.5,-0.33,1.78,0.81,2.12,54.5,1.24,0.17,1.51,1.0,1.37,1.48,0.53,0.64,0.55
逸達,"=""6576""",0.0,0.0,0.0,0.0,0.0,0.28,-1.52,0.37,-2.37,0.61,-1.74,0.68,-2.66,-8.14,77.0,1.04,-0.88,0.94,-1.21,0.8,-2.75,1.16,0.1,0.15
勁豐,"=""6577""",14.1,87.6,90.8,94.2,71.675,4.77,1.51,7.06,1.09,7.87,1.58,5.57,1.42,7.11,88.7,5.22,2.18,5.78,1.85,6.07,1.77,2.21,1.75,1.51
達邦蛋白,"=""6578""",-47.6,-57.8,0.0,83.4,-5.5,0.99,-0.34,0.97,-0.19,0.87,-0.5,1.01,-0.06,-1.07,17.65,1.01,0.11,0.98,0.08,0.57,-0.02,0.3,0.35,0.17
研揚,"=""6579""",76.8,46.4,73.4,83.8,70.1,19.3,2.87,20.6,2.77,20.6,2.35,20.3,0.53,8.42,114.0,18,3.61,19.2,1.97,17.3,0.05,5.25,5.41,6.65
鋼聯,"=""6581""",94.7,73.5,78.7,82.0,82.225,3.71,0.77,6.03,1.49,4.11,0.56,6.56,1.71,4.54,106.0,4.67,1.17,7.03,2.55,4.92,1.4,2.61,2.98,1.58
申豐,"=""6582""",0.0,90.9,45.8,59.3,49.0,2.08,-0.21,2.42,-0.07,1.87,0.25,2.57,-0.98,-1.02,55.1,2.12,-0.23,4.69,0.37,5.66,0.94,1.34,1.83,1.43
南俊國際,"=""6584""",769.0,47.3,53.7,0.0,217.5,2.87,-0.06,2.93,-0.36,3.47,0.27,3.97,0.25,0.13,147.5,4.06,0.72,5.0,0.77,4.89,0.66,1.83,1.8,1.66
鼎基,"=""6585""",65.0,75.0,65.9,147.0,88.225,6.17,0.71,6.55,1.33,7.29,2.03,7.91,1.93,6.01,156.0,7.93,2.72,8.65,3.21,8.2,2.3,2.49,2.58,2.99
東典光電,"=""6588""",0.0,0.0,156.0,67.3,55.825,0.29,-0.49,0.27,-0.64,0.28,-0.77,0.25,-1.17,-3.07,34.1,0.24,-0.96,0.28,-0.92,0.33,-0.75,0.14,0.18,0.18
台康生技,"=""6589""",0.0,0.0,0.0,0.0,0.0,2.16,-0.67,1.38,-0.64,2.11,-0.37,4.57,-1.33,-3.0,76.3,2.2,-0.34,2.46,-0.72,2.48,-0.84,0.6,0.96,1.38
普鴻,"=""6590""",58.5,80.2,81.9,85.6,76.55,1.55,1.48,1.61,1.42,1.75,1.45,1.84,1.73,6.08,74.0,1.49,1.37,1.36,1.09,1.36,0.92,0.5,0.5,0.66
動力-KY,"=""6591""",80.0,57.1,58.6,48.2,60.975,3.18,0.45,3.16,1.08,4.05,1.28,3.43,0.58,3.4,49.85,3.08,0.71,3.24,0.51,3.55,1.3,0.92,0.86,0.98
和潤企業,"=""6592""",46.8,49.7,68.9,69.9,58.825,65.6,1.63,69.2,1.57,75,1.77,76.7,1.59,6.41,79.5,77.8,0.98,76.8,1.64,71.8,1.17,21.09,20.73,21.34
台灣銘板,"=""6593""",48.1,417.0,83.3,-217.0,82.85,1.36,0.25,1.63,0.32,1.9,0.83,1.8,0.69,2.08,62.2,1.73,0.03,1.56,0.08,1.53,0.06,0.51,0.48,0.49
寬宏藝術,"=""6596""",89.2,1000.0,0.0,150.0,309.8,1.92,0.91,1.72,0.24,5.68,2.15,4.12,2.67,5.94,88.0,6.33,2.22,3.43,0.73,3.99,2.15,0.9,1.07,1.59
ABC-KY,"=""6598""",0.0,0.0,0.0,0.0,0.0,0.83,-0.62,0.78,-0.75,1.06,-0.53,1.28,-0.11,-2.01,23.2,0.82,-0.77,1.02,-0.61,0.75,-0.8,0.43,0.18,0.23
富強鑫,"=""6603""",43.4,59.2,20.7,62.5,46.45,7.86,0.03,9.94,0.06,9.62,-0.05,11.2,0.09,0.13,16.15,9.25,0.02,12.4,0.27,11.5,0.16,3.37,4.28,4.52
帝寶,"=""6605""",45.5,46.0,43.8,39.3,43.650000000000006,45.8,2.7,44.3,4.0,45.6,3.75,49.7,3.83,14.29,213.0,48.5,5.34,51,4.9,49.5,3.85,17.5,16.44,18.48
建德工業,"=""6606""",158.0,136.0,125.0,51.3,117.575,1.75,0.17,2.14,0.27,2.26,0.28,1.41,0.22,0.95,26.3,1.73,0.21,2.05,0.36,1.73,0.16,0.49,0.57,0.64
瀧澤科,"=""6609""",50.0,58.8,59.8,296.0,116.15,7.58,0.3,7.1,0.0,6.05,0.94,5.9,0.56,1.8,70.6,4.39,0.12,7.23,0.85,9.02,1.44,2.27,2.32,1.69
奈米醫材,"=""6612""",7.12,26.2,28.7,6.45,17.1175,1.48,0.77,1.58,1.19,1.6,1.0,1.39,-0.18,2.81,117.0,1.61,0.59,1.85,0.37,2.57,0.78,0.85,0.98,0.74
朋億*,"=""6613""",66.1,46.0,43.9,66.6,55.65,15.7,1.55,24.8,5.18,24.1,3.52,26.9,4.84,14.95,241.0,22.5,3.28,23.7,2.03,27.5,6.07,8.85,9.4,11.94
慧智,"=""6615""",37.0,50.0,74.6,85.9,61.875,1.13,0.2,1.19,0.2,1.2,0.27,1.15,-0.13,0.54,39.8,1.21,0.58,1.23,0.45,1.06,0.08,0.36,0.32,0.35
特昇-KY,"=""6616""",0.0,-31.0,0.0,119.0,22.0,2.09,-0.75,2.48,0.38,2.64,-0.09,2.89,-0.37,-0.78,10.2,3.1,0.26,2.96,-1.22,2.64,-0.52,0.9,0.84,1.2
共信-KY,"=""6617""",0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.01,-0.18,0.09,-0.15,0.09,-0.29,-0.81,113.5,0.05,-0.22,0.08,-0.22,0.09,-0.08,0.03,0.03,0.03
萬年清,"=""6624""",83.3,132.0,0.0,0.0,53.825,0.42,-0.59,0.99,0.18,1.28,0.71,2.5,0.91,1.2,38.3,0.65,-0.49,1.6,-0.18,1.33,0.02,0.27,0.64,1.92
必應,"=""6625""",52.4,0.0,0.0,0.0,13.1,2.74,0.35,5.61,1.51,9.55,2.55,7.69,2.11,6.68,79.0,4.67,1.02,7.07,1.31,10.6,1.46,1.85,5.17,2.08
泰金-KY,"=""6629""",78.6,34.6,19.2,66.4,49.7,2.32,0.66,2.96,1.38,3.23,1.79,3.33,0.83,4.66,111.5,4.22,3.66,3.56,2.49,4.96,2.13,1.17,1.41,0.94
醫影,"=""6637""",46.8,53.8,55.9,55.8,53.075,1.32,1.69,1.61,2.16,1.5,1.0,2.39,0.8,5.66,88.0,1.71,2.1,2.08,1.57,2.4,1.79,1.02,0.54,0.55
均華,"=""6640""",140.0,72.0,85.6,191.0,122.15,2.56,0.48,2.27,1.05,2.38,0.11,4.66,1.92,3.57,546.0,6.95,4.93,4.23,2.27,4.74,2.03,3.15,3.02,2.32
基士德-KY,"=""6641""",78.1,70.0,71.4,69.0,72.125,3.53,-0.12,4.14,0.07,4.42,0.47,5.66,0.86,1.28,29.0,4.07,0.6,4.68,0.55,4.9,0.23,1.21,1.52,1.82
富致,"=""6642""",82.9,84.7,77.4,70.0,78.75,1.05,0.36,0.99,0.52,1.04,0.49,1.13,0.44,1.81,63.4,1.17,0.78,1.3,1.14,1.36,0.81,0.45,0.46,0.48
M31,"=""6643""",63.5,65.8,77.6,77.4,71.075,3.13,2.03,3.48,2.86,4.32,4.45,5.19,3.27,12.6,657.0,3.42,1.22,4.29,2.64,3.82,0.67,0.69,1.28,1.31
金萬林-創,"=""6645""",0.0,9.49,8.65,0.0,4.535,0.95,-0.17,0.88,-0.66,1.01,-0.57,1.31,-0.82,-2.22,23.5,0.96,-0.8,1.21,-0.77,1.25,-0.67,0.48,0.51,0.61
台生材,"=""6649""",0.0,24.1,0.0,0.0,6.025,0.23,0.05,0.24,0.08,0.09,-0.2,0.16,-0.18,-0.24,35.8,0.19,-0.02,0.21,-0.03,0.27,-0.03,0.1,0.09,0.1
全宇昕,"=""6651""",73.0,67.3,51.5,71.9,65.92500000000001,3.34,1.27,3.51,2.04,3.34,2.07,3.26,0.1,5.48,90.9,3.01,1.92,3.38,2.11,4.16,1.99,1.36,1.23,1.31
天正國際,"=""6654""",0.0,143.0,71.9,75.8,72.675,0.87,-0.28,1.21,0.01,1.12,-0.13,0.89,-1.29,-1.77,43.5,0.58,-0.27,0.56,-0.81,0.82,-0.47,0.36,0.35,0.21
科定,"=""6655""",252.0,169.0,47.9,242.0,177.725,4.88,0.59,5.92,0.61,6.03,1.27,6.91,1.07,3.52,126.0,5.37,0.98,6.32,1.45,6.79,1.4,2.05,2.19,2.34
華安,"=""6657""",0.0,0.0,0.0,0.0,0.0,0.02,-0.84,0.02,-1.4,0.02,-0.59,0.02,-0.87,-3.62,50.3,0.01,-0.56,0.02,-0.64,0.02,-1.17,0.01,0.01,0.01
聯策,"=""6658""",121.0,50.4,160.0,22.7,88.52499999999999,2.94,0.03,3.12,0.35,3.8,0.63,2.98,-0.02,0.99,66.8,2.83,0.02,4.82,0.47,3.28,-0.26,1.25,1.79,1.98
威健生技,"=""6661""",0.0,44.3,82.1,76.5,50.725,0.49,-0.21,0.77,0.25,0.8,-0.04,0.74,-0.11,-0.11,23.7,0.68,-0.24,0.76,-0.02,0.9,0.33,0.25,0.3,0.33
樂斯科,"=""6662""",85.1,90.9,90.9,81.6,87.125,0.49,0.27,0.74,0.54,0.6,0.44,0.82,0.69,1.94,34.0,0.48,0.14,0.92,0.35,0.69,0.47,0.26,0.23,0.35
群翊,"=""6664""",61.8,59.7,80.1,76.1,69.425,5.69,2.51,6.02,3.96,6.33,4.45,6.29,1.86,12.65,223.0,5.93,4.65,6.29,4.09,6.29,2.9,2.3,2.16,2.01
羅麗芬-KY,"=""6666""",69.9,94.8,101.0,90.9,89.15,1.87,0.32,3.1,1.16,2.31,0.37,2.43,0.01,1.86,46.7,2.39,0.3,3.51,0.97,2.98,0.67,37.63,35.73,36.71
信紘科,"=""6667""",90.1,83.0,89.9,81.4,86.1,5.34,1.36,6.16,1.6,6.6,2.61,6.02,1.59,7.17,173.5,6.41,1.86,7.89,2.16,11.5,2.7,3.54,3.88,3.14
中揚光,"=""6668""",0.0,0.0,0.0,54.3,13.575,2.32,-0.92,2.25,-1.1,2.12,-0.7,2.76,-0.57,-3.24,50.1,2.25,-0.46,1.97,-0.68,2.66,-0.09,0.73,0.64,1.01
緯穎,"=""6669""",61.0,61.7,50.5,65.0,59.55,742,18.86,563,14.96,528,14.96,585,20.1,68.88,2365.0,696,26.92,775,26.85,978,34.36,353.81,374.65,427.67
復盛應用,"=""6670""",67.7,60.0,66.6,76.6,67.725,70.9,5.42,50.6,3.94,52.3,3.55,70.1,5.3,18.18,326.5,63.7,7.01,61.4,5.57,70.2,6.09,25.11,30.43,32.14
三能-KY,"=""6671""",86.5,82.3,85.7,82.0,84.125,3.97,0.51,5.18,0.89,4.88,0.72,5.02,0.76,2.89,42.2,4.3,0.67,5.33,0.85,5.01,0.67,1.56,2.1,2.1
騰輝電子-KY,"=""6672""",55.0,58.9,77.2,35.7,56.7,11.7,1.07,12.3,2.07,12.3,1.66,11,1.28,6.08,80.0,10.7,1.25,11.2,1.89,10,0.71,3.44,3.36,3.47
鋐寶科技,"=""6674""",0.0,-53.2,204.0,143.0,73.45,2.91,-0.93,2.21,-1.21,3.34,-0.91,3.19,-1.79,-4.84,22.6,2.25,-0.61,2.04,-0.34,2.5,-0.5,1.26,0.64,0.72
鈺太,"=""6679""",58.6,141.0,31.6,66.0,74.3,3.51,1.01,4.43,1.84,5.12,2.97,5.33,1.14,6.95,291.0,4.99,2.86,5.81,2.43,5.18,1.51,1.78,1.71,1.67
鑫創電子,"=""6680""",39.2,53.2,67.0,92.6,63.0,1.14,0.34,1.55,1.04,1.9,1.44,1.7,0.47,3.29,86.9,1.05,0.34,1.81,0.99,1.97,0.89,0.44,0.75,0.64
雍智科技,"=""6683""",49.8,50.0,50.0,44.6,48.6,3.72,3.54,3.45,2.7,3.47,3.87,3.46,2.96,13.07,498.0,3.81,4.42,3.92,3.92,4.51,4.0,1.62,1.65,1.84
安格,"=""6684""",0.0,550.0,68.4,100.0,179.6,0.38,-3.58,0.87,-1.17,1.06,-1.37,1.27,-1.75,-6.38,58.1,0.91,-1.23,1.0,-0.67,0.92,-1.24,0.33,0.28,0.29
伊雲谷,"=""6689""",74.1,174.0,73.5,35.6,89.30000000000001,21.8,0.32,24,0.73,24.7,0.7,27.7,0.95,2.7,109.5,27.1,0.41,30.9,0.46,33.4,0.88,11.81,11.28,12.37
安碁資訊,"=""6690""",60.1,56.8,72.4,66.9,64.05000000000001,4.02,1.75,4.47,2.07,4.74,2.33,5.21,2.51,8.66,197.0,4.52,2.03,5.3,2.54,5.61,2.75,1.64,2.08,2.31
洋基工程,"=""6691""",79.1,75.5,88.4,104.0,86.75,35.3,5.81,45.7,5.7,41.9,5.76,32.2,4.31,20.22,490.5,27.5,4.13,34.3,4.33,37.7,5.24,13.9,19.99,18.5
進能服,"=""6692""",87.0,24.8,47.4,39.2,49.6,5.71,0.15,3.17,0.17,3.88,-0.07,3.68,0.0,0.23,36.65,2.63,-0.64,3.2,-0.16,5.59,-0.03,2.53,3.76,4.68
廣閎科,"=""6693""",278.0,80.6,76.4,27.3,115.575,2.37,0.12,2.51,0.21,2.45,0.46,2.27,-0.43,0.36,86.7,2.45,0.96,2.48,1.01,2.83,0.25,0.93,1.04,1.23
芯鼎,"=""6695""",0.0,0.0,0.0,0.0,0.0,2.43,-0.37,2.86,0.05,3.04,0.29,2.67,-0.64,-0.68,59.5,2.15,-0.23,2.17,-0.4,2.77,-0.3,0.93,0.96,1.2
東捷資訊,"=""6697""",81.2,78.4,75.5,83.0,79.525,4.01,0.75,2.82,0.73,3.32,0.63,3.29,0.6,2.71,46.6,3.64,0.66,2.51,0.69,2.75,0.65,1.01,0.96,1.51
